,0,1,2,3,4,5,6,7,8
31,311,"CJ Wilcox, SG",LAC,23,7.3,-0.94,-0.25,-1.19,0.21
32,312,"Sergey Karasev, SG",BKN,40,10.0,-1.11,-1.22,-2.33,0.21
33,313,"R.J. Hunter, SG",BOS,36,8.8,-1.98,-0.11,-2.09,0.21
34,314,"Chris McCullough, PF",BKN,24,15.1,-1.18,-1.05,-2.23,0.21
35,315,"Chris Kaman, C",POR,16,7.0,-1.32,1.13,-0.19,0.20
36,316,"Kendrick Perkins, C",NO,37,14.6,-2.20,-0.36,-2.56,0.20
37,317,"Brandan Wright, F",MEM,12,17.7,-0.81,-0.82,-1.63,0.20
38,318,"Henry Sims, C",BKN,14,18.8,-1.79,-0.17,-1.96,0.20
39,319,"Sasha Kaun, C",CLE,25,3.8,-1.30,1.29,-0.01,0.19
40,320,"Reggie Bullock, SG",DET,37,11.6,-0.43,-1.98,-2.41,0.19
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,321,"Jonathon Simmons, SF",SA,55,14.8,-0.74,-2.02,-2.76,0.19
2,322,"Caron Butler, SF",SAC,17,10.4,-1.50,-0.16,-1.66,0.17
3,323,"Joel Anthony, PF",DET,19,5.1,-1.09,1.12,0.03,0.17
4,324,"Greg Smith, PF",MIN,18,10.7,-1.51,-0.27,-1.78,0.16
5,325,"Lou Amundson, PF",NY,29,7.0,-2.01,0.14,-1.87,0.15
6,326,"Axel Toupane, SG",DEN,21,14.5,-0.92,-1.42,-2.34,0.15
7,327,"Michael Beasley, SF",HOU,20,18.2,-1.25,-1.27,-2.52,0.14
8,328,"Brian Roberts, PG",POR/CHA,51,9.2,-0.93,-1.73,-2.66,0.14
9,329,"Alan Williams, PF",PHX,10,6.8,-0.76,0.54,-0.22,0.14
10,330,"Glenn Robinson III, SG",IND,45,11.3,-2.18,-0.50,-2.68,0.14
11,331,"Mike Dunleavy, SG",CHI,31,22.7,-0.68,-2.15,-2.83,0.13
12,332,"Alex Stepheson, PF",LAC/MEM,8,9.1,-1.09,0.77,-0.32,0.13
13,333,"Marcelo Huertas, PG",LAL,53,16.4,-1.43,-1.45,-2.88,0.13
14,334,"Tibor Pleiss, C",UTAH,12,6.8,-1.10,0.42,-0.68,0.12
15,335,"Cleanthony Early, SF",NY,17,9.1,-1.96,0.11,-1.85,0.12
16,336,"Nikola Pekovic, C",MIN,12,13.0,-1.41,-0.50,-1.91,0.11
17,337,"Edy Tavares, C",ATL,11,6.6,-0.96,0.19,-0.77,0.11
18,338,"Jarell Eddie, SG",WSH,26,5.7,-1.37,-0.72,-2.09,0.10
19,339,"Damien Inglis, SF",MIL,20,7.8,-2.43,0.31,-2.12,0.10
20,340,"Devyn Marble, SF",ORL,28,8.9,-2.30,-0.25,-2.55,0.09
21,341,"James Michael McAdoo, SF",GS,41,6.4,-1.39,-1.21,-2.60,0.09
22,342,"Xavier Munford, PG",MEM,14,17.4,-1.18,-1.34,-2.52,0.09
23,343,"Josh Huestis, SG",OKC,5,11.0,-1.19,0.27,-0.92,0.08
24,344,"Jordan Mickey, C",BOS,16,3.6,-1.64,0.34,-1.30,0.07
25,345,"Shayne Whittington, PF",IND,7,5.9,-1.23,0.53,-0.70,0.06
26,346,"Eric Moreland, PF",SAC,8,6.0,-1.17,-0.18,-1.35,0.06
27,347,"Mitch McGary, PF",OKC,20,3.6,-1.61,-0.20,-1.81,0.06
28,348,"Andrew Goudelock, PG",HOU,8,6.3,-1.15,-0.42,-1.57,0.05
29,349,"Dahntay Jones, SG",CLE,1,42.0,-1.06,-0.44,-1.50,0.04
30,350,"Jodie Meeks, SG",DET,3,14.3,-0.81,-0.72,-1.53,0.04
31,351,"Aaron Harrison, SG",CHA,21,4.4,-1.63,-0.88,-2.51,0.04
32,352,"Nazr Mohammed, C",OKC,5,3.8,-1.10,0.39,-0.71,0.03
33,353,"Duje Dukan, PF",SAC,1,24.0,-1.04,-0.39,-1.43,0.03
34,354,"Noah Vonleh, PF",POR,78,15.1,-3.52,0.44,-3.08,0.03
35,355,"Cliff Alexander, PF",POR,8,4.5,-1.45,-0.19,-1.64,0.03
36,356,"Branden Dawson, SF",LAC,6,4.8,-1.23,-0.92,-2.15,0.02
37,357,"Bruno Caboclo, SF",TOR,6,7.2,-1.59,-0.89,-2.48,0.02
38,358,"Jordan Hamilton, SG",NO,11,27.6,-1.06,-2.03,-3.09,0.01
39,359,"Rakeem Christmas, PF",IND,1,6.0,-0.88,0.12,-0.76,0.01
40,360,"Sam Dekker, SF",HOU,3,2.0,-1.17,-0.14,-1.31,0.01
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,361,"Jordan Adams, SG",MEM,2,7.5,-1.21,-0.59,-1.80,0.01
2,362,"Kevon Looney, SF",GS,5,4.2,-1.02,-1.18,-2.20,0.01
3,363,"Drew Gooden, PF",WSH,30,10.2,-2.20,-0.92,-3.12,0.00
4,364,"Trey Burke, PG",UTAH,64,21.3,-0.24,-2.89,-3.13,0.00
5,365,"Jason Terry, SG",HOU,72,17.5,-0.33,-2.81,-3.14,-0.01
6,366,"Dante Cunningham, SF",NO,80,24.6,-1.21,-1.92,-3.13,-0.01
7,367,"Pat Connaughton, SG",POR,34,4.2,-2.22,-1.05,-3.27,-0.01
8,368,"James Young, SG",BOS,29,6.9,-2.05,-1.12,-3.17,-0.01
9,369,"Luis Montero, SG",POR,12,3.5,-1.53,-1.82,-3.35,-0.01
10,370,"Tyler Ennis, PG",MIL,46,14.2,-1.86,-1.40,-3.26,-0.05
11,371,"Derrick Williams, PF",NY,80,17.9,-0.89,-2.30,-3.19,-0.06
12,372,"Mario Hezonja, SF",ORL,79,17.9,-1.59,-1.60,-3.19,-0.06
13,373,"Gerald Henderson, SG",POR,72,19.9,-1.64,-1.57,-3.21,-0.08
14,374,"Briante Weber, PG",MIA/MEM,7,24.1,-1.76,-2.27,-4.03,-0.09
15,375,"Jabari Parker, PF",MIL,76,31.7,-1.19,-2.00,-3.19,-0.10
16,376,"C.J. Watson, PG",ORL,33,19.9,-1.70,-1.70,-3.40,-0.12
17,377,"Justin Holiday, SG",ATL/CHI,53,14.6,-2.15,-1.22,-3.37,-0.12
18,378,"Jameer Nelson, PG",DEN,39,26.6,-1.01,-2.37,-3.38,-0.16
19,379,"Kelly Oubre Jr., SF",WSH,63,10.7,-2.55,-0.94,-3.49,-0.16
20,380,"Tyus Jones, PG",MIN,37,15.5,-1.77,-1.82,-3.59,-0.17
21,381,"Arron Afflalo, SG",NY,71,33.4,-0.67,-2.58,-3.25,-0.18
22,382,"Brandon Rush, SG",GS,72,14.7,-1.12,-2.29,-3.41,-0.20
23,383,"Myles Turner, C",IND,60,22.8,-3.61,0.25,-3.36,-0.21
24,384,"Anthony Brown, SF",LAL,29,20.7,-2.95,-0.77,-3.72,-0.23
25,385,"Joe Young, PG",IND,41,9.4,-2.28,-1.91,-4.19,-0.26
26,386,"Greivis Vasquez, PG",MIL,23,20.0,-1.75,-2.35,-4.10,-0.27
27,387,"James Anderson, SG",SAC,51,14.1,-3.45,-0.40,-3.85,-0.35
28,388,"Norris Cole, PG",NO,45,26.6,-1.44,-2.21,-3.65,-0.40
29,389,"Jerian Grant, PG",NY,76,16.6,-2.11,-1.54,-3.65,-0.41
30,390,"Adreian Payne, PF",MIN,52,9.3,-3.16,-1.31,-4.47,-0.41
31,391,"Terry Rozier, PG",BOS,39,8.0,-3.39,-1.91,-5.30,-0.44
32,392,"Steve Blake, PG",DET,58,17.0,-1.33,-2.53,-3.86,-0.45
33,393,"Austin Rivers, PG",LAC,67,21.9,-1.58,-2.03,-3.61,-0.46
34,394,"Shabazz Napier, PG",ORL,55,10.9,-2.01,-2.35,-4.36,-0.46
35,395,"Bobby Portis, PF",CHI,62,17.8,-1.58,-2.25,-3.83,-0.49
36,396,"J.J. Barea, PG",DAL,74,22.5,1.30,-4.90,-3.60,-0.50
37,397,"Tayshaun Prince, SF",MIN,77,19.0,-3.94,0.14,-3.80,-0.60
38,398,"Mo Williams, PG",CLE,41,18.2,-2.66,-1.99,-4.65,-0.70
39,399,"Doug McDermott, SF",CHI,81,23.0,-0.79,-2.93,-3.72,-0.71
40,400,"Thomas Robinson, PF",BKN,71,12.9,-3.38,-1.07,-4.45,-0.77
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,401,"JaKarr Sampson, SF",DEN/PHI,73,15.9,-3.59,-0.57,-4.16,-0.77
2,402,"D'Angelo Russell, PG",LAL,80,28.2,-1.10,-2.56,-3.66,-0.77
3,403,"Zach LaVine, PG",MIN,82,28.0,-0.06,-3.65,-3.71,-0.86
4,404,"Emmanuel Mudiay, PG",DEN,68,30.4,-1.76,-2.02,-3.78,-0.87
5,405,"Timofey Mozgov, C",CLE,76,17.4,-3.85,-0.39,-4.24,-0.91
6,406,"P.J. Hairston, SF",MEM/CHA,66,19.9,-3.02,-1.33,-4.35,-1.01
7,407,"Wayne Ellington, SG",BKN,76,21.3,-2.51,-1.61,-4.12,-1.02
8,408,"Isaiah Canaan, PG",PHI,77,25.5,-1.32,-2.63,-3.95,-1.04
9,409,"Markel Brown, SG",BKN,62,15.8,-1.16,-3.64,-4.80,-1.04
10,410,"Johnny O'Bryant III, PF",MIL,66,13.0,-3.81,-1.32,-5.13,-1.04
11,411,"Nick Young, SG",LAL,54,19.1,-2.02,-3.31,-5.33,-1.43
12,412,"Ty Lawson, PG",HOU/IND,66,21.4,-3.25,-1.45,-4.70,-1.46
13,413,"Derrick Rose, PG",CHI,66,31.8,-1.13,-3.14,-4.27,-1.53
14,414,"Rashad Vaughn, G",MIL,70,14.3,-3.65,-2.13,-5.78,-1.65
15,415,"Julius Randle, PF",LAL,81,28.2,-2.75,-1.55,-4.30,-1.72
16,416,"Marco Belinelli, SG",SAC,68,24.6,-2.09,-2.78,-4.87,-1.91
17,417,"Terrence Jones, PF",HOU,50,20.9,-2.30,-3.64,-5.94,-1.92
18,418,"Nik Stauskas, SG",PHI,73,24.8,-2.36,-2.44,-4.80,-1.98
19,419,"Devin Booker, SG",PHX,76,27.7,-0.73,-3.87,-4.60,-2.02
20,420,"Jahlil Okafor, C",PHI,53,30.0,-3.72,-1.56,-5.28,-2.18
21,421,"Archie Goodwin, SG",PHX,57,19.5,-2.15,-4.12,-6.27,-2.31
22,422,"Bojan Bogdanovic, SF",BKN,79,26.8,-0.95,-3.98,-4.93,-2.42
23,423,"Shabazz Muhammad, SG",MIN,82,20.5,-1.13,-4.37,-5.50,-2.52
