,0,1,2,3,4,5,6,7,8
30,310,"Eric Moreland, PF",SAC,3,0.7,-0.57,-0.52,-1.09,0.00
31,311,"David Stockton, PG",SAC,3,11.0,-0.59,-1.63,-2.22,0.00
32,312,"Gal Mekel, PG",NO,4,10.8,-1.48,-1.01,-2.49,0.00
33,313,"Kalin Lucas, PG",MEM,1,6.0,-1.21,-1.48,-2.69,0.00
34,314,"Toure' Murry, SF",UTAH/WSH,5,3.6,-0.64,-1.11,-1.75,0.00
35,315,"Ricky Ledo, SG",DAL/NY,17,14.4,-1.25,-1.13,-2.38,0.00
36,316,"Nate Wolters, PG",NO/MIL,21,11.8,-0.90,-1.46,-2.36,-0.00
37,317,"Patrick Christopher, SG",UTAH,4,7.3,-1.26,-1.22,-2.48,-0.00
38,318,"Jamaal Franklin, SG",DEN,3,4.3,-1.04,-1.77,-2.81,-0.00
39,319,"Jordan Clarkson, PG",LAL,59,25.0,0.64,-3.00,-2.36,-0.01
40,320,"Bruno Caboclo, SF",TOR,8,2.9,-1.42,-1.64,-3.06,-0.01
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,321,"Andrei Kirilenko, SF",BKN,7,5.1,-1.36,-1.36,-2.72,-0.01
2,322,"Francisco Garcia, SG",HOU,14,14.3,-2.11,-0.29,-2.40,-0.01
3,323,"Jorge Gutierrez, PG",MIL/BKN,20,8.8,-1.75,-1.09,-2.84,-0.01
4,324,"Jerel McNeal, SG",PHX,6,6.0,-1.68,-1.21,-2.89,-0.01
5,325,"Brandon Knight, PG",MIL/PHX,63,32.3,-0.51,-1.85,-2.36,-0.01
6,326,"JaMychal Green, PF",SA/MEM,24,6.8,-1.69,-0.78,-2.47,-0.01
7,327,"Grant Jerrett, PF",OKC/UTAH,8,6.4,-1.67,-1.11,-2.78,-0.02
8,328,"Shavlik Randolph, PF",BOS/PHX,21,6.0,-2.58,0.02,-2.56,-0.02
9,329,"Drew Gordon, C",PHI,9,7.9,-2.35,-0.49,-2.84,-0.02
10,330,"Earl Barron, C",PHX,16,8.9,-2.95,0.33,-2.62,-0.02
11,331,"Donald Sloan, PG",IND,53,20.9,-1.11,-1.28,-2.39,-0.03
12,332,"CJ Wilcox, SG",LAC,21,4.8,-1.49,-1.30,-2.79,-0.03
13,333,"Thomas Robinson, PF",PHI/POR,54,14.8,-2.23,-0.18,-2.41,-0.03
14,334,"Dwight Buycks, PG",LAL,6,20.5,-0.43,-2.40,-2.83,-0.04
15,335,"Chris Douglas-Roberts, SG",LAC,12,8.6,-1.27,-1.68,-2.95,-0.04
16,336,"Bryce Cotton, PG",UTAH,15,10.6,-0.46,-2.25,-2.71,-0.04
17,337,"Brendan Haywood, C",CLE,22,5.4,-2.65,-0.26,-2.91,-0.04
18,338,"Zoran Dragic, SG",MIA/PHX,16,4.7,-1.52,-1.92,-3.44,-0.05
19,339,"Jordan Farmar, PG",LAC,36,14.7,-1.33,-1.18,-2.51,-0.05
20,340,"Noah Vonleh, PF",CHA,25,10.4,-2.69,-0.12,-2.81,-0.07
21,341,"Ian Clark, SG",DEN/UTAH,30,6.4,-1.02,-2.02,-3.04,-0.08
22,342,"Aaron Gordon, PF",ORL,47,17.0,-2.04,-0.48,-2.52,-0.09
23,343,"Austin Daye, SF",ATL/SA,34,10.1,-2.35,-0.56,-2.91,-0.09
24,344,"E'Twaun Moore, SF",CHI,56,9.0,-1.56,-1.11,-2.67,-0.10
25,345,"Justin Hamilton, C",MIA/MIN,41,17.4,-2.19,-0.44,-2.63,-0.12
26,346,"Dahntay Jones, SG",LAC,33,3.7,-2.26,-1.73,-3.99,-0.13
27,347,"A.J. Price, PG",CLE/IND/PHX,26,12.5,-0.75,-2.42,-3.17,-0.13
28,348,"Jimmer Fredette, PG",NO,50,10.2,-0.88,-1.95,-2.83,-0.15
29,349,"JaVale McGee, C",DEN/PHI,23,11.1,-1.47,-1.80,-3.27,-0.15
30,350,"Jeff Ayres, PF",SA,51,7.5,-1.24,-1.78,-3.02,-0.16
31,351,"Steve Novak, SF",OKC/UTAH,35,5.6,-1.48,-2.28,-3.76,-0.18
32,352,"Anderson Varejao, C",CLE,26,24.5,-2.23,-0.57,-2.80,-0.18
33,353,"Jeremy Lamb, SG",OKC,47,13.5,-1.42,-1.40,-2.82,-0.18
34,354,"Chris Copeland, SF",IND,50,16.6,-0.94,-1.77,-2.71,-0.18
35,355,"Kyle Anderson, SF",SA,33,10.8,-2.39,-0.87,-3.26,-0.20
36,356,"DeJuan Blair, C",WSH,29,6.2,-2.96,-1.30,-4.26,-0.21
37,357,"Kyle Singler, SF",DET/OKC,80,21.8,-1.25,-1.29,-2.54,-0.21
38,358,"Jerome Jordan, C",BKN,44,8.7,-2.65,-0.65,-3.30,-0.22
39,359,"Joe Ingles, SF",UTAH,79,21.2,-2.31,-0.28,-2.59,-0.24
40,360,"Kevin Martin, SG",MIN,39,33.4,0.42,-3.07,-2.65,-0.25
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,361,"John Salmons, SF",NO,21,12.9,-2.55,-1.33,-3.88,-0.25
2,362,"Quincy Acy, SF",NY,68,18.9,-3.85,1.17,-2.68,-0.26
3,363,"Tobias Harris, SF",ORL,68,34.8,-0.32,-2.21,-2.53,-0.26
4,364,"Ryan Kelly, PF",LAL,52,23.7,-1.93,-0.79,-2.72,-0.27
5,365,"Kris Humphries, PF",WSH,64,21.0,-2.46,-0.24,-2.70,-0.28
6,366,"Isaiah Canaan, PG",HOU/PHI,47,20.0,-1.07,-1.77,-2.84,-0.29
7,367,"James Young, SG",BOS,31,10.7,-1.69,-2.07,-3.76,-0.30
8,368,"Charlie Villanueva, PF",DAL,64,10.6,-0.65,-2.40,-3.05,-0.31
9,369,"Samuel Dalembert, C",NY,32,17.0,-4.76,1.40,-3.36,-0.32
10,370,"Raymond Felton, PG",DAL,29,9.7,-2.85,-1.34,-4.19,-0.33
11,371,"Jon Leuer, PF",MEM,63,13.1,-3.69,0.70,-2.99,-0.33
12,372,"Ramon Sessions, PG",SAC/WSH,64,18.6,-2.50,-0.31,-2.81,-0.34
13,373,"John Lucas III, PG",DET,21,13.0,-1.66,-2.75,-4.41,-0.34
14,374,"Landry Fields, SG",TOR,26,8.3,-3.03,-1.84,-4.87,-0.34
15,375,"John Henson, C",MIL,67,18.3,-4.13,1.32,-2.81,-0.35
16,376,"Marcus Thornton, SG",BOS/PHX,48,15.0,-1.42,-1.69,-3.11,-0.35
17,377,"Rasual Butler, SF",WSH,75,20.1,-0.98,-1.77,-2.75,-0.37
18,378,"Nick Johnson, SG",HOU,28,9.4,-3.65,-0.95,-4.60,-0.37
19,379,"Alec Burks, SG",UTAH,27,33.3,-0.32,-2.72,-3.04,-0.38
20,380,"Erick Green, PG",DEN,43,9.5,-1.29,-2.52,-3.81,-0.38
21,381,"Joffrey Lauvergne, C",DEN,24,11.2,-2.87,-1.71,-4.58,-0.39
22,382,"Spencer Dinwiddie, PG",DET,34,13.4,-2.55,-1.21,-3.76,-0.39
23,383,"Allen Crabbe, SG",POR,51,13.4,-2.60,-0.68,-3.28,-0.40
24,384,"Furkan Aldemir, PF",PHI,41,13.2,-1.26,-2.29,-3.55,-0.41
25,385,"Travis Wear, SF",NY,51,13.2,-3.04,-0.39,-3.43,-0.44
26,386,"Jameer Nelson, PG",BOS/DAL/DEN,63,22.3,-0.37,-2.49,-2.86,-0.45
27,387,"Trey Burke, PG",UTAH,76,30.1,-0.18,-2.52,-2.70,-0.48
28,388,"Kostas Papanikolaou, SF",HOU,43,18.5,-2.72,-0.61,-3.33,-0.49
29,389,"James Jones, SG",CLE,57,11.7,-0.24,-3.29,-3.53,-0.49
30,390,"Enes Kanter, C",OKC/UTAH,75,28.5,1.15,-3.87,-2.72,-0.49
31,391,"Hollis Thompson, SF",PHI,71,25.0,-1.01,-1.80,-2.81,-0.52
32,392,"Greivis Vasquez, PG",TOR,82,24.3,-0.57,-2.21,-2.78,-0.52
33,393,"Brian Roberts, PG",CHA,72,18.5,-0.64,-2.36,-3.00,-0.53
34,394,"Andrew Nicholson, PF",ORL,40,12.3,-3.12,-1.02,-4.14,-0.54
35,395,"TJ Warren, SF",PHX,40,15.4,-2.51,-1.22,-3.73,-0.54
36,396,"Cole Aldrich, C",NY,61,16.0,-4.78,1.51,-3.27,-0.54
37,397,"Alonzo Gee, SF",DEN/POR,54,12.3,-1.38,-2.30,-3.68,-0.57
38,398,"Jerryd Bayless, PG",MIL,77,22.3,-2.36,-0.53,-2.89,-0.57
39,399,"Phil Pressey, PG",BOS,50,12.0,-3.10,-0.78,-3.88,-0.58
40,400,"Doug McDermott, SF",CHI,36,8.9,-3.26,-2.02,-5.28,-0.58
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,401,"Luke Babbitt, SF",NO,63,13.2,-1.66,-1.85,-3.51,-0.59
2,402,"Troy Daniels, SG",HOU/MIN/CHA,47,8.4,-2.18,-2.65,-4.83,-0.60
3,403,"Ish Smith, PG",PHI/OKC,55,15.1,-1.95,-1.58,-3.53,-0.61
4,404,"Markel Brown, SG",BKN,47,16.6,-1.80,-1.85,-3.65,-0.63
5,405,"Gerald Green, SG",PHX,74,19.5,0.29,-3.33,-3.04,-0.63
6,406,"Robbie Hummel, SF",MIN,45,16.5,-1.31,-2.45,-3.76,-0.65
7,407,"Marco Belinelli, SG",SA,62,22.4,0.00,-3.12,-3.12,-0.66
8,408,"Brandon Davies, PF",BKN/PHI,27,15.7,-1.82,-2.95,-4.77,-0.66
9,409,"Nate Robinson, PG",DEN/LAC,42,14.1,-2.93,-1.73,-4.66,-0.67
10,410,"Damjan Rudez, SF",IND,68,15.4,-1.31,-2.09,-3.40,-0.68
11,411,"Tyler Ennis, PG",MIL/PHX,33,12.5,-2.28,-2.74,-5.02,-0.70
12,412,"Danny Granger, SF",MIA,30,20.4,-2.15,-2.19,-4.34,-0.72
13,413,"Jeffery Taylor, SF",CHA,29,14.8,-3.47,-1.68,-5.15,-0.74
14,414,"Jason Maxiell, PF",CHA,61,14.4,-3.73,0.01,-3.72,-0.75
15,415,"Kent Bazemore, SG",ATL,75,17.7,-3.39,0.03,-3.36,-0.81
16,416,"Norris Cole, PG",NO/MIA,75,24.4,-1.25,-1.85,-3.10,-0.81
17,417,"P.J. Hairston, SF",CHA,45,15.3,-1.59,-2.68,-4.27,-0.82
18,418,"Martell Webster, SF",WSH,32,11.0,-3.40,-2.89,-6.29,-0.83
19,419,"Jodie Meeks, SG",DET,60,24.4,-0.96,-2.38,-3.34,-0.88
20,420,"Johnny O'Bryant III, PF",MIL,34,10.8,-4.72,-1.52,-6.24,-0.89
21,421,"Arron Afflalo, SG",DEN/POR,78,32.1,-1.07,-1.86,-2.93,-0.91
22,422,"Jabari Parker, PF",MIL,25,29.5,-1.68,-2.66,-4.34,-0.93
23,423,"Brandon Rush, SG",GS,33,8.2,-4.20,-3.26,-7.46,-0.93
24,424,"Matt Bonner, C",SA,72,13.0,-1.45,-2.52,-3.97,-0.94
25,425,"Gary Neal, PG",MIN/CHA,54,22.1,-1.17,-2.51,-3.68,-0.97
26,426,"Chase Budinger, SF",MIN,67,19.2,-1.81,-1.74,-3.55,-0.97
27,427,"Tony Parker, PG",SA,68,28.7,0.18,-3.33,-3.15,-0.98
28,428,"Willie Green, SG",ORL,52,18.3,-3.67,-0.36,-4.03,-0.98
29,429,"Luke Ridnour, PG",ORL,47,14.5,-2.58,-2.14,-4.72,-1.00
30,430,"Cleanthony Early, SF",NY,39,16.6,-4.56,-0.35,-4.91,-1.02
31,431,"Joe Harris, SF",CLE,51,9.7,-2.17,-3.59,-5.76,-1.03
32,432,"Tony Wroten, SG",PHI,30,29.8,-0.34,-3.84,-4.18,-1.05
33,433,"Carl Landry, PF",SAC,70,17.0,-2.99,-0.80,-3.79,-1.07
34,434,"Shawn Marion, SG",CLE,57,19.3,-2.24,-1.73,-3.97,-1.09
35,435,"Kendrick Perkins, C",CLE/OKC,68,16.9,-4.97,1.06,-3.91,-1.12
36,436,"Rajon Rondo, PG",BOS/DAL,68,29.7,-3.55,0.34,-3.21,-1.12
37,437,"Kevin Seraphin, C",WSH,79,15.6,-3.68,-0.28,-3.96,-1.16
38,438,"Jabari Brown, SG",LAL,19,29.9,-1.78,-4.23,-6.01,-1.22
39,439,"Dennis Schroder, PG",ATL,77,19.7,-0.78,-2.93,-3.71,-1.23
40,440,"Udonis Haslem, PF",MIA,62,16.0,-4.12,-0.31,-4.43,-1.25
